iso3,country,year,F1_institutional,F2_macro,F3_openness,F4_energy,F5_security,F6_human_capital,F7_financial,fdi_pct_gdp,fdi_usd,cici_score,cici_rank
ARE,UAE,2018,84.82594925118157,69.68807535529288,84.96091051820885,64.58839037060211,64.25300541216293,84.80541897373455,20.595859992651008,2.35729150002132,10385286000.0,70.8,1
ARE,UAE,2019,85.40754764182684,70.11927579201564,90.40621356375723,63.55291725708115,64.2167255127848,92.18222150027952,24.759307979802436,4.11928564301823,17874660000.0,72.98,1
ARE,UAE,2020,82.73223186765576,60.18263685329725,100.0,59.60312762685659,64.19367273813702,84.20945870952185,41.77830131665303,5.56735507865122,19884470000.0,76.07,1
ARE,UAE,2021,82.46584138657862,71.1754816987383,100.0,64.14510254089599,64.30528084532916,90.37645039819094,38.646854989496575,4.89230472033291,20667120000.0,76.83,1
ARE,UAE,2022,83.32635002157495,74.72878140383823,100.0,100.0,64.69059776986614,90.70230909998516,31.381911935655513,4.44591399207935,22736555480.0,82.75,1
ARE,UAE,2023,83.51018770634627,72.97087136866178,100.0,100.0,63.80522362177902,91.494310128398,50.80649308773412,5.87184069440898,30687542545.9496,84.62,1
ARE,UAE,2024,84.96669244598665,72.919974457741,100.0,100.0,63.855717051871046,91.83408684945331,50.97532398595737,8.26261712974626,45636487406.3989,84.95,1
QAT,Qatar,2000,68.87192934047988,66.6253484930959,45.87876532794393,87.35867137638354,66.30939518964887,91.23340628834671,31.99388073332275,1.41667543235467,251600000.0,61.35,2
QAT,Qatar,2001,70.51156532650745,63.18138547477107,49.09249897663718,83.75517720636626,50.0,91.60884302971616,31.99388073332275,1.68498245614035,295520000.0,59.12,2
QAT,Qatar,2002,72.15120131253501,66.23206150025524,45.192976685489064,80.40682872955968,64.75450996071288,91.79656140040092,31.99388073332275,3.2221054423699,623920000.0,60.31,2
QAT,Qatar,2003,72.76170726663473,65.1690593430909,46.210151756053406,81.30253480308846,66.66666666666667,92.2941062081381,31.99388073332275,2.65541575709466,624920000.0,61.23,2
QAT,Qatar,2004,71.86698424457389,78.52099755233847,46.33464474180941,82.00898021557059,65.61779209905995,84.92635520993069,31.99388073332275,3.77817958307362,1198970000.0,61.08,2
QAT,Qatar,2005,74.18413743019816,75.21652426240382,48.95861720221922,84.9917719639493,66.38916245701957,91.10036317125946,31.99388073332275,5.61413033419499,2500000000.0,63.1,3
QAT,Qatar,2006,77.32227459859344,87.83025560485375,51.2539326166366,81.3747318006711,65.98384895695126,93.26003568836052,31.99388073332275,5.74881210770224,3500000000.0,63.96,2
QAT,Qatar,2007,79.52166810114927,86.08478229303383,49.77978644216003,78.63438549974039,65.92524209079754,92.24357702643368,31.99388073332275,5.89621991232182,4700000000.0,63.42,4
QAT,Qatar,2008,82.08955354066829,91.48708715628348,45.77087024514421,79.62279997784557,66.31400908412178,93.96453091982396,17.720995740886398,3.27806417009269,3778626370.0,61.61,4
QAT,Qatar,2009,86.8343339195734,83.88009724013561,40.19744370366602,73.33495350386929,66.66666666666667,95.14708116978704,18.275868976697527,8.3076413079166,8124736260.0,59.79,2
QAT,Qatar,2010,85.61761814380587,94.89167385933358,44.37782865353527,76.0144023239232,66.66666666666667,96.96017764487098,18.830742212508657,3.77775259249383,4670329670.0,61.56,3
QAT,Qatar,2011,84.96214846244574,92.96127347097406,51.344365648463906,79.45450268212173,66.52437265755249,97.01141645453896,19.385615448319783,0.559389030984015,938516483.516483,64.16,3
QAT,Qatar,2012,86.07618110878377,86.80126566730331,55.559322319565474,78.16134601197355,66.66666666666667,97.14606924193528,19.940488684130912,0.211888706229028,395879120.879121,65.42,3
QAT,Qatar,2013,86.81209938638021,87.16781761069574,53.54136367368696,75.72035620277038,66.66666666666667,98.06824998894533,20.49536191994204,-0.422882374002756,-840384615.384615,64.61,3
QAT,Qatar,2014,81.9919694285644,86.98855078146505,51.531980307731075,72.21826909011153,66.65520200790652,98.78246046447512,24.061769636940035,0.504490726802349,1040384615.38461,62.77,3
QAT,Qatar,2015,81.49807108542507,80.85766824744407,48.33587055560223,65.29228672942487,65.43350668874591,99.68802300297268,23.531226103024547,0.662099797361452,1070879120.87912,60.13,2
QAT,Qatar,2016,80.94745756568739,76.43770746932626,45.839741848455134,62.81959657810329,64.21392536255658,100.0,27.2444895954503,0.510044269018025,773901098.901099,58.93,2
QAT,Qatar,2017,77.66665750133386,74.62653598365006,47.00794842249172,65.15955230847317,64.27126061745393,100.0,21.64362671395116,0.612038519716031,985989010.989011,58.43,2
QAT,Qatar,2018,76.11047128048648,79.61256886880345,47.214228017083215,69.25148466436873,64.58023914816334,100.0,23.743549594193084,-1.19249557946474,-2186263736.26373,59.25,3
QAT,Qatar,2019,78.29871312873557,77.76853476364681,46.13895578473491,67.9474671988792,64.68220884732646,99.97780184703942,24.227759636283565,-1.59472392179342,-2812637362.63736,59.18,2
QAT,Qatar,2020,78.59925792944243,69.24197435224083,46.12257052988681,66.22430867419673,64.75498861136022,99.38001907437346,30.581991399920184,-1.68550654608129,-2434065934.06593,59.45,2
QAT,Qatar,2021,81.46477934045394,79.71750961004979,47.77869812444129,71.89094768996651,65.06797175081736,98.02771780206209,27.230268693258232,-0.608353395238639,-1093406593.40659,61.39,3
QAT,Qatar,2022,82.55142590399187,85.84516798922421,52.239604325216845,100.0,64.98290531054403,100.0,18.788077260238456,0.0322850595933247,76098901.0989008,67.21,3
QAT,Qatar,2023,82.22512451076022,83.50807355058585,52.239604325216845,100.0,65.85179653761949,100.0,21.07448618267132,-0.21820397647038,-474175824.175824,67.49,3
QAT,Qatar,2024,81.82980024877563,82.40953334625466,52.239604325216845,100.0,65.29070848742283,99.58960754649718,20.741521849148416,0.209965001654649,460164835.164835,67.25,3
KWT,Kuwait,2000,69.82162017549068,61.03303542178307,44.08209349547821,91.2037341654314,62.689041639817255,60.79204759371475,13.76673569293469,0.0432141499494191,16299834.3665164,58.43,3
KWT,Kuwait,2001,71.06321839670291,57.31930167327457,44.22138464891307,85.36702750193876,50.0,61.0763589124217,17.314745722971544,-0.319626515627054,-111516284.529561,55.79,3
KWT,Kuwait,2002,72.30481661791514,59.77499993179837,40.84608792600844,80.58607255292664,58.57736501297591,61.82540988670739,22.023267387316448,0.0094909326066186,3619441.97735906,56.21,5
KWT,Kuwait,2003,72.2594309736308,71.19582803621552,44.04420260687193,82.59741870411912,59.128391680783814,62.980880246067784,33.997976785831824,-0.140181900729054,-67111499.3383339,59.06,4
KWT,Kuwait,2004,72.47886356832062,68.2303330779792,45.689747067321626,87.60830546389994,58.54958528532129,64.42795195794817,32.752314018979355,0.0399618649631494,23752969.1211401,60.25,5
KWT,Kuwait,2005,73.37018971994517,71.26403738201826,47.456839657214935,93.42906577282504,59.28852138831953,76.94285811003105,34.27951465936449,0.289490192089246,233904109.589041,62.6,4
KWT,Kuwait,2006,69.4035229059101,72.1047529564005,45.939027788702155,91.5387284414933,60.44057270227191,76.75543814671074,28.148558740641995,0.119445435810722,121305596.280329,60.58,5
KWT,Kuwait,2007,70.49736030886095,71.63570430292236,47.15072158887767,89.1254608906821,62.83348934809083,77.00270678507465,27.509055462340747,0.0972971788343997,111535690.174729,61.09,5
KWT,Kuwait,2008,70.40835236691926,72.0592221458292,47.72131575964591,92.88523619257552,62.03061810134733,77.31781251009404,26.8695521840395,-0.0040383793398518,-5951752.85941426,61.72,3
KWT,Kuwait,2009,70.90161708848477,59.79613099851142,45.39778956149085,81.75885407301828,61.552575188874016,64.95830191784387,26.230048905738258,1.05086514387032,1113588046.64934,58.53,4
KWT,Kuwait,2010,71.79481906789833,63.55375947763485,50.32815759226841,89.1676968382251,61.98459288719659,78.65326949790443,25.59054562743701,1.13036730425536,1304627500.01184,61.89,2
KWT,Kuwait,2011,68.02334369493,75.63776855438111,51.581289569858576,97.38495292827876,59.77573382866515,67.66108195401334,24.95104234913576,2.11573865053541,3259067552.45619,62.46,4
KWT,Kuwait,2012,65.44624220547404,75.12118583719501,52.71829971847429,96.64308270461204,57.74946564652737,81.66567920339932,24.31153907083451,1.65046109668041,2872588962.21562,62.02,4
KWT,Kuwait,2013,64.87942478471166,70.50916705325021,50.67465303166511,95.19730647184429,57.85829216225383,82.30682996932478,23.672035792533265,0.823130244872496,1433630444.12308,60.92,4
KWT,Kuwait,2014,61.938080875757656,67.91365852775843,52.13372955644291,93.29509168708708,57.64699703199572,71.56854007778101,23.032532514232017,0.298681408941651,485806657.75508,60.06,4
KWT,Kuwait,2015,61.67649924626091,62.12919356975002,51.33137714351403,79.93210102778,55.59663761163921,83.32584536841969,22.39302923593077,0.248414926379679,284647623.805361,57.12,4
KWT,Kuwait,2016,60.05245780582226,62.71979386082567,49.80592747034434,75.96160774110473,56.703227039673266,73.1340748391226,22.392680251359955,0.266918369047007,292026510.202095,55.61,4
KWT,Kuwait,2017,59.99061770772198,58.41384481815495,50.815391644939155,79.48634300830497,56.90777572372463,84.68850521230596,22.392331266789142,0.0936402094114043,113012065.007347,56.74,4
KWT,Kuwait,2018,62.85421976215334,65.06251859582956,53.78285894288919,86.22033832602307,58.9761987650435,84.87498932064844,22.39198228221833,-0.0154187787915342,-21377568.8207292,59.89,2
KWT,Kuwait,2019,63.487718228362894,64.47214825851036,47.12264588281206,81.95772576820879,59.064429138308334,74.27132011395051,22.391633297647516,0.366059041832984,515617569.386936,57.02,4
KWT,Kuwait,2020,63.267557962039554,56.83968504058623,41.31849611465133,73.49141098669978,58.26367369388621,81.34296367308306,25.482983427546035,-0.502546857177858,-558055522.567384,53.92,4
KWT,Kuwait,2021,63.88586011620328,64.48017692420214,41.31215346370214,100.0,58.25318489130609,69.27217942668621,24.587514799402246,-0.183575378772919,-272335307.098366,58.52,4
KWT,Kuwait,2022,67.00203077743565,70.20667054898671,46.66344739632727,100.0,57.811234688018224,76.13756877007835,22.212909496019737,0.409943823254394,752255305.966945,60.69,5
KWT,Kuwait,2023,68.55092430960879,62.17498588285662,49.75919510067806,100.0,59.45840080476383,75.44319304939016,21.1671531325991,1.27859898143139,2114603344.83449,61.99,5
KWT,Kuwait,2024,68.4326489387195,61.18647333605767,49.75919510067806,100.0,59.48699293061725,74.69231956665121,23.5741172516733,0.383567812220823,614580245.831756,62.19,5
BHR,Bahrain,2000,65.85230774420205,64.93860472795234,73.59774152605513,68.14210175516281,57.99191375339131,60.017481501083566,19.511237422665644,4.01154558234918,363562321.906707,62.31,1
BHR,Bahrain,2001,70.60331057850043,63.05048642818606,68.32781270718658,65.72735968583996,50.0,66.86139574219278,19.625900973690225,0.895243944446186,80358858.3697633,59.98,1
BHR,Bahrain,2002,75.3543134127988,63.03312246851847,70.79233045721047,64.68705481348249,61.12803336333055,59.52722672715935,20.82537168720762,2.26180894388216,216986881.649308,63.43,1
BHR,Bahrain,2003,72.89547501680967,63.47683182858206,68.96702738895041,64.64040549566852,59.915058129475234,59.07342212230016,23.206798851388545,4.66554367760963,516700276.442675,62.39,1
BHR,Bahrain,2004,72.07179952572501,64.90863357341676,76.55476272159758,65.68004465157637,58.22386778471198,58.92215392068042,27.49385952747425,6.58021002500264,865308118.622994,64.88,1
BHR,Bahrain,2005,68.90684361610609,61.75150496414731,81.10067065911582,68.89101410792492,56.43574460961819,60.36011309029452,29.03591052344219,6.56659445840223,1048601306.14141,66.01,1
BHR,Bahrain,2006,67.31994887232429,67.97515580191362,80.37503567908192,69.1977055053759,54.4595919101826,62.23000676332887,30.479457999806524,15.7508650085886,2914659868.30074,65.47,1
BHR,Bahrain,2007,69.4369767440355,72.37495845206728,74.78333732973182,67.86878648999837,55.29948302880299,64.47351466927941,33.288279126072005,8.08243218951671,1756312514.78198,64.52,2
BHR,Bahrain,2008,67.76378785786123,72.05884035367478,79.64200487805826,69.90655760882407,54.98636920257227,66.94665864033944,20.710896770331455,6.97757782740497,1793998354.54447,64.71,2
BHR,Bahrain,2009,68.27823118621143,67.05074585477509,62.89007419383409,64.49976808642234,55.11639504639087,69.4908804410762,18.924648227743827,1.12105291032725,257149561.420297,58.58,3
BHR,Bahrain,2010,64.87478859669773,65.44742981249853,61.44867409417408,66.41375522378817,50.38203176864227,71.38628923245604,19.9761133983648,0.581105356633959,155771009.169721,57.08,5
BHR,Bahrain,2011,60.76490958979388,64.1858486144778,92.63079396276122,71.65442211491182,46.493300367234646,70.37115202399588,14.799480357568298,2.61026038592024,780851063.829786,65.39,2
BHR,Bahrain,2012,59.317864747206805,64.79051298243074,99.40768852688647,68.91671924804899,47.747949173142125,71.0965103883893,15.512390144798047,4.83265436536461,1544680851.06382,66.99,2
BHR,Bahrain,2013,58.33119792754447,63.96296046174414,100.0,69.67994697154035,45.48197032746342,71.02907757561907,16.2252999320278,11.0211306090707,3727712765.95744,66.76,2
BHR,Bahrain,2014,57.60024990141377,63.090587680287555,93.2585489305446,67.97742281450489,47.671142726289304,70.33652436338411,16.93820971925755,4.36728984042946,1518617021.27659,64.69,2
BHR,Bahrain,2015,60.54593691690183,57.1781002705334,80.86218231221987,60.13454175040644,48.427954329534295,70.68280096950159,15.797130338962685,0.199529633421541,64893617.0212766,60.06,3
BHR,Bahrain,2016,58.010855321801046,55.26043674052104,71.80598855975066,57.73910935621454,48.85738558772436,71.80911119361,15.274606785663432,0.718174283238518,243351063.829787,56.39,3
BHR,Bahrain,2017,56.932684621125624,54.62709191495802,73.96981885801388,58.95181243107096,48.002428786184595,72.5599846763489,15.570236928221531,3.83300891199591,1426063829.78723,56.93,3
BHR,Bahrain,2018,56.79889962485927,51.79183861112428,78.55767906357359,61.83255422573609,49.22912127186685,71.97860447976221,14.745000995369107,4.18079308703845,1654255319.14893,58.88,4
BHR,Bahrain,2019,58.97572709820969,50.48294168484739,73.36277712165668,60.71943653047192,51.563436376190936,70.78303893443034,17.739932726251944,2.32837980010521,941755319.148936,58.22,3
BHR,Bahrain,2020,58.36596197471519,42.52480767271146,73.38884311626951,58.585857650824856,51.62425612922333,66.79539043871969,18.32830690806482,2.84973228101032,1021276595.74468,57.58,3
BHR,Bahrain,2021,63.674756543084584,64.45105614420252,84.39227502005961,63.347660815964275,52.43982027715367,66.27415302109023,18.75030403730665,4.3566259787756,1779255319.14893,63.37,2
BHR,Bahrain,2022,63.905982747745774,66.10182198982884,92.3977448615371,100.0,52.630264922020594,83.91616917692875,17.38606344772109,4.20018456310523,1951329787.23404,72.65,2
BHR,Bahrain,2023,65.00444752945221,64.83345227180665,86.58148409080067,100.0,52.46960362742294,84.27187276481033,11.901246127615774,15.6428756083644,7225797872.34042,70.5,2
BHR,Bahrain,2024,66.01580568808258,63.923862974632904,86.80387532178527,100.0,54.4553647513715,84.11880665548867,11.556467464993656,5.73694505846498,2702659574.46808,71.07,2
OMN,Oman,2000,71.89799297601448,39.436558539518224,40.958945229079376,87.2472119968289,65.87132066598957,43.00983261535612,4.996591169137098,0.368381081460018,82000000.0,56.14,6
OMN,Oman,2001,74.23583601395453,57.69426942140971,42.82725090824867,81.81505820874673,50.0,42.48130516391367,4.871271950212501,0.0234244152680339,5201560.46814044,53.7,6
OMN,Oman,2002,76.57367905189459,53.99393188805791,42.30327793727718,79.29198692389305,65.37239201164579,42.546915468230665,6.202570254236854,0.473575608601034,109232769.830949,56.35,4
OMN,Oman,2003,76.74010872474902,53.15610346469452,43.01903899905441,79.01177004591952,65.75687089690814,35.29983659876666,7.533868558261208,0.10094531077486,24967490.2470741,56.58,6
OMN,Oman,2004,76.19940352654811,56.46216177102925,45.27793013097582,81.84108404288978,64.89064644511002,43.126473156364106,8.865166862285562,0.391323075231172,111053315.994798,57.87,6
OMN,Oman,2005,75.59957776552963,57.76840687690589,44.16788339491373,87.06265959363044,65.24888127569858,43.35064169611385,11.471867195767196,4.33257156250914,1538361508.45253,58.69,6
OMN,Oman,2006,73.27524887170634,59.69690551936969,43.79851242494533,85.70384823899187,64.34051612934597,43.868234096836794,10.087884671689473,3.74867907471091,1596098829.64889,57.6,6
OMN,Oman,2007,72.53221468522491,60.15256871039818,49.0307669264042,83.18721209066364,64.69908651683612,44.73939313749022,14.741972222765446,6.89874269714346,3332119635.89076,59.16,6
OMN,Oman,2008,74.40681881172664,64.53673733712394,48.96843287934753,82.48987396613404,64.41643154881383,59.87505879252125,7.862967400993856,4.22877879574812,2951885565.6697,59.03,6
OMN,Oman,2009,74.55631924449263,62.09276023597286,47.08797828559309,77.2404558031009,64.30941701967765,47.40025547923498,10.80805113622996,2.72158933688519,1509232769.83094,57.54,5
OMN,Oman,2010,73.6752443409672,60.90249336478345,49.94326222250135,78.21272836661646,62.07106514080866,61.942142754339855,11.622723606293247,1.91196478591436,1242652795.83875,58.39,4
OMN,Oman,2011,68.17241858737577,61.66410733343929,53.09649270313229,84.71341581500963,59.65243065102327,55.00740576309978,9.243827469542165,2.10218875218974,1629144343.30298,58.57,5
OMN,Oman,2012,69.12998427771917,65.76102996060995,53.356320006788295,82.44161096538991,60.31449408495471,61.11645409839321,9.24149726292303,1.5612029028198,1364629388.81664,58.75,5
OMN,Oman,2013,67.71072303477438,63.21960228418018,59.63782401988629,81.16101660738312,59.84036040263053,64.19649338438542,10.904954297529832,1.79286446946825,1612430962.28868,60.26,5
OMN,Oman,2014,69.42389678205329,60.42237227280075,53.47870123318172,77.55350213308836,61.92299868062196,65.74380306119454,10.886025430153,1.3876575353227,1286345903.77113,58.45,5
OMN,Oman,2015,69.05524566680243,61.439668745626214,49.93787734862084,66.92542425782975,62.32689137559347,77.72611213545899,13.941411208701322,-2.76001757846703,-2172431729.51885,56.07,5
OMN,Oman,2016,69.29622119983128,60.55614929183505,41.82956867055335,64.48097056936878,61.36475761697349,68.73271692452427,8.263394400447343,3.01624952400734,2266070221.06632,52.26,5
OMN,Oman,2017,68.99235382045156,57.495792749371816,45.48304273636779,67.12904041755031,61.72038832749416,81.72971620512477,7.020418164512361,3.56005583896762,2878543563.06892,53.94,5
OMN,Oman,2018,67.64915246302282,59.14842355234362,45.67869232060251,71.67009331940717,61.653240656783055,81.63428371719085,5.466633978495375,6.12067985447931,5600780234.07022,54.38,5
OMN,Oman,2019,69.22818706230991,57.298269600631066,43.99801610360379,70.03804825468619,61.45466308656896,67.80141510491362,5.176645365941404,2.26908923371353,1998179453.83615,53.52,5
OMN,Oman,2020,67.69988437333409,55.00276878140151,47.23675742057972,65.14991877047721,61.03141582518041,78.88284680264162,5.783195483419448,2.51548624054379,1909492847.85435,53.51,5
OMN,Oman,2021,66.23818450402176,59.66164864832433,49.681011766590366,73.43261895700643,60.33735258709655,60.52049383418052,5.76622059473231,10.015189421015,8745643693.10793,54.99,5
OMN,Oman,2022,69.02145515147686,64.69317369634621,55.55855599768022,100.0,60.776458492013525,81.46742476217783,5.398353488601435,6.25544528201825,6871781534.46033,62.62,4
OMN,Oman,2023,71.00381516734788,59.670029070828754,55.97960559786925,100.0,61.76720117759507,65.1642453730611,5.843979546339195,11.8157929012346,12545383615.0845,62.94,4
OMN,Oman,2024,74.39903778843335,59.60080664346457,61.02336840046587,100.0,62.430178591810005,65.0877000180246,7.976188525096463,11.6351181523148,12465539661.8985,65.5,4
EGY,Egypt,2000,48.80254647346186,54.84808070592982,15.520736352858677,54.31268874870376,52.95489898378482,24.870405980160537,23.235697313415496,1.23699720670391,1235000000.0,37.35,14
EGY,Egypt,2001,46.8726795640693,52.974240810537985,15.99624944927784,53.33659935225525,50.0,22.51572505856175,23.235697313415496,0.527384722609423,509900000.0,36.33,14
EGY,Egypt,2002,44.94281265467675,52.019468429172775,16.702262005728873,54.074458576983034,51.389103735563396,19.34456034990703,23.235697313415496,0.759753233043019,646900000.0,36.44,15
EGY,Egypt,2003,44.1139212413224,52.14819615431185,19.817928351618132,56.47421253133237,49.74131334133458,21.05589578750863,23.235697313415496,0.295683832335329,237400000.0,37.4,13
EGY,Egypt,2004,44.23406124501719,51.272551560999226,26.802361908397504,57.558543758213254,49.11361272279752,22.77634376737648,23.235697313415496,1.59083618380383,1253300000.0,39.65,13
EGY,Egypt,2005,44.984023498083666,52.97190012586095,29.882127722871747,61.17501336654504,50.75588764924214,27.504930547964264,23.235697313415496,5.99551598885794,5375600000.0,41.79,13
EGY,Egypt,2006,45.86256890596811,54.06418421637341,29.021628019541275,61.196436498964786,50.9171176484268,27.292441439887256,23.235697313415496,9.34856726566294,10042800000.0,41.75,15
EGY,Egypt,2007,48.31532074820628,45.41819247435816,31.15731411456965,59.69710832611108,52.91073083488994,27.98325041831125,28.50994688403795,8.87633606337272,11578100000.0,43.41,11
EGY,Egypt,2008,48.89709466641667,52.190276460238955,35.1191212810826,62.35681983910493,53.08012896420532,27.29251971452957,14.09110241087104,5.8314126186488,9494600000.0,43.83,13
EGY,Egypt,2009,50.61817470224856,52.02830167409849,26.04245565748478,56.540113225845886,51.850438540480106,27.932220181620256,12.86588321065626,3.54835118019574,6711600000.0,40.06,14
EGY,Egypt,2010,46.05537569346612,52.57713922512787,20.871995446169247,57.15286149030656,48.054449876421266,35.8568708567401,10.264965074835834,2.91601657550141,6385600000.0,36.92,15
EGY,Egypt,2011,41.68900983940938,50.58265697749142,19.263502599452256,59.469810060806715,41.978121348088095,29.541495145839853,5.513127175503374,-0.204542848807527,-482700000.0,34.23,15
EGY,Egypt,2012,42.02423934620771,51.702706456858664,16.53707637165346,58.40532832611791,42.85577153564833,37.10448703442591,5.647620337987981,1.00234071774049,2797700000.0,33.63,15
EGY,Egypt,2013,35.007470112835804,51.17290666224292,16.333829643774287,57.77478166457314,40.934471869543806,35.445592528000645,5.691348219673561,1.45343420769727,4192200000.0,31.65,16
EGY,Egypt,2014,35.77881342746471,51.583837468904115,14.26203795435586,56.62084663079118,43.56509379863462,28.32405949906897,6.109876773677263,1.50925042253521,4612200000.0,31.33,16
EGY,Egypt,2015,35.98279759864879,52.58188331817956,13.017442075457003,52.812654356159385,43.488384539730504,26.24822237081741,4.4596728645634,2.10258128401326,6925200000.0,30.11,15
EGY,Egypt,2016,36.33217145805569,51.79996124799509,10.25769712546154,52.57328153606897,43.29273253355503,25.61398942908647,2.6607180133029966,2.43856278142762,8106800000.0,29.05,15
EGY,Egypt,2017,37.81684120598637,47.919502295714,17.80934549117232,54.570598737401646,43.900493079979874,30.842611018958053,4.989800701048538,2.98301550917695,7408700000.0,32.4,15
EGY,Egypt,2018,37.112289118825814,52.03122615219477,19.656749381606357,56.09294279996996,45.74727781529639,19.543213771311272,4.256550663521893,3.10040077579187,8141300000.0,33.16,15
EGY,Egypt,2019,37.609578356713556,53.516049093819106,16.784434835807126,54.59153390493108,46.32204072683171,17.538454472736454,3.6882716021764255,2.82732944960686,9010100000.0,32.15,16
EGY,Egypt,2020,36.610269326719994,53.26216484037932,11.385565419892504,52.61231897414844,47.025317640930545,16.475932044491802,2.861080718544466,1.52462948997172,5851800000.0,29.96,15
EGY,Egypt,2021,36.61711246350168,53.174019406761595,10.023942584084509,54.121569067807854,47.47123533544104,41.307339569802565,3.0484872608009703,1.20617861055665,5122300000.0,30.44,17
EGY,Egypt,2022,37.48634714542321,53.69586694669488,14.299789690314716,100.0,48.46451684939941,38.22000084417107,2.1599982159341566,2.39118080969079,11399900000.0,40.09,16
EGY,Egypt,2023,38.65477730204368,47.100955755255434,16.380249099932048,100.0,48.94996320895179,22.04005035226354,3.732315284079805,2.48546398363597,9840600000.0,40.76,16
EGY,Egypt,2024,38.52614973737408,47.34748080419291,15.87043982651733,100.0,48.25588761559146,21.9070072351763,2.907734831612419,11.9719350883142,46578000000.0,40.37,15
MAR,Morocco,2000,58.740233438486165,52.48634842362231,24.174498868888445,28.730838169500796,53.54538096041164,34.165199091734685,36.81033795175886,0.991581858750169,426553283.860635,39.12,11
MAR,Morocco,2001,57.42719647987135,56.27668065969024,24.205259187351206,29.935798194306894,50.0,34.070428652165695,36.81033795175886,6.44412928365454,2824557251.52006,38.51,11
MAR,Morocco,2002,56.11415952125653,54.11010089552876,24.69641265307567,31.13527314917159,54.168283130764706,33.01337374928078,36.81033795175886,1.02035757811393,480355698.049861,39.28,13
MAR,Morocco,2003,51.9613679340552,55.27180690803507,23.509404152137567,32.45609762766438,52.89674424837539,32.982391105575545,36.81033795175886,3.98561984754306,2312829823.25089,38.11,12
MAR,Morocco,2004,52.752624610070114,54.204662684459386,25.44134830483892,34.92707279203287,53.52406516186821,16.47661548516177,36.81033795175886,1.35118647717804,893325392.835824,39.04,15
MAR,Morocco,2005,47.75229205760227,53.025816378118,29.0068021440526,35.347585544014386,51.91560729912948,32.922248326618295,36.81033795175886,2.42635467647837,1670609688.92877,39.22,16
MAR,Morocco,2006,53.13972188422782,56.08637230858355,30.913899249901,48.44820101525233,53.537364712298626,32.891265682913044,36.81033795175886,3.24283497739456,2460787164.18439,43.56,11
MAR,Morocco,2007,53.67271072728489,54.974477992780265,34.9205263241506,38.507230891982566,53.237005563637034,32.86210554766105,36.81033795175886,3.24999332315429,2825801376.44064,43.05,12
MAR,Morocco,2008,52.08552082135549,57.23285934536883,38.8115743671596,43.49665270854917,52.368750090494046,17.989932316159848,36.81033795175886,2.42213508852785,2466288357.37233,44.36,12
MAR,Morocco,2009,53.191355098799285,56.08376057636213,29.53309985290452,43.20069982965119,53.11619432635627,18.587906562850502,36.81033795175886,1.94782744330848,1970323920.01346,41.84,12
MAR,Morocco,2010,55.67295844649402,55.07030680804888,33.835883338242795,51.36681993630907,53.001852291149895,31.04506461977097,36.81033795175886,1.2299824583835,1240625859.11403,45.33,11
MAR,Morocco,2011,53.34686246122603,55.15917699641129,38.20639046006245,53.18922663642742,52.42301591217127,30.085492347794418,38.831411152833006,2.29046840496639,2521362080.65559,46.6,10
MAR,Morocco,2012,53.27625941828648,53.60957980134476,39.04416167204732,52.637432785095505,51.804865457073674,31.738113979437717,40.70045107172394,2.65758712641507,2841954371.38454,46.83,10
MAR,Morocco,2013,51.925818619347126,54.28986732544674,36.42545139891883,51.65550049731704,50.75011959618276,28.67580363054619,39.671092516839906,2.9038626404404,3360909924.3642,45.24,10
MAR,Morocco,2014,53.711063653453984,53.66733185457685,35.246891152222155,50.90480492193222,53.275681197646215,25.91595443966273,40.56831202058229,2.95925435484489,3525384612.43801,45.58,10
MAR,Morocco,2015,54.2625950985248,54.419061616004285,32.48384792043918,50.172571775181225,52.87649513926461,27.144896529816325,37.19000798201127,2.94611108390154,3252913902.35666,44.34,10
MAR,Morocco,2016,55.55700840600792,51.78913390826941,34.784329125564604,50.75672652313154,52.73149904282093,25.468188752826475,41.81219412055879,1.93000540251056,2153363904.93515,45.78,9
MAR,Morocco,2017,53.53535465618621,55.141001512038514,36.61481965944507,52.64613648505064,52.4185715279557,23.554554876914153,43.49853404138615,2.26092196120538,2680109856.21237,46.4,9
MAR,Morocco,2018,52.332384941759805,53.633634209154025,38.463810210623215,50.581912741376875,53.12564290771106,24.155982666486597,43.94726010572497,2.78337936840164,3544387229.27821,46.51,9
MAR,Morocco,2019,54.60250413397777,53.843812609192554,37.70971754791424,49.97213375713281,53.44399232111201,24.759232964512297,46.67133581457256,1.33479789567415,1720825003.13095,46.98,9
MAR,Morocco,2020,55.01945640467537,46.78448569270878,33.41696112047976,50.23649624474334,53.27577481859041,21.803124253341068,57.20985581816974,1.16907334587558,1418713118.61153,46.7,9
MAR,Morocco,2021,52.531689148438346,57.30961809244977,37.42488711640444,50.31316675510187,52.753060396021965,23.190053186264183,54.62818580385548,1.59422321445366,2264148625.4107,47.26,10
MAR,Morocco,2022,52.344004170005626,51.70536397812226,52.65522229474592,100.0,52.54674294300005,21.367544733014352,54.444667491378986,1.74814323662076,2294356059.17333,60.48,6
MAR,Morocco,2023,52.57465020267236,53.22675885155187,47.981982917521464,100.0,52.16730532070629,21.22903409056736,48.83615047025985,0.725864122672683,1060023610.0797,58.49,8
