iso3,country,year,F1_institutional,F2_macro,F3_openness,F4_energy,F5_security,F6_human_capital,F7_financial,fdi_pct_gdp,fdi_usd,cici_score,cici_rank
SAU,Saudi Arabia,2016,54.79115120426414,60.121582245320695,26.863419289861888,66.56142527462792,52.42399523584154,51.22934573951288,17.379965235407628,3.18518611850268,21954833889.956,44.13,10
SAU,Saudi Arabia,2017,52.09370711368414,61.05600179544468,27.82964670209437,69.64218092966964,50.99701208726229,70.77086270576193,16.251680620146185,0.136801407151884,1014062501.14036,44.48,10
SAU,Saudi Arabia,2018,53.6469978982801,63.89565781498654,27.572195357689516,73.40884423339853,51.60727517167032,48.92022752924533,14.940698372464135,1.36945683303735,12141122232.9039,44.94,10
SAU,Saudi Arabia,2019,55.58444457247618,63.699326058819,26.18668684482958,70.41760200187589,52.0092799390427,52.17340511829629,72.32462493118518,0.346411455797861,3079217251.32355,50.45,6
SAU,Saudi Arabia,2020,55.28415088204992,56.897041900439014,20.630071415954426,63.891871399668474,52.00968611229425,76.42921031314026,84.49245748735437,0.211115523412857,1621264195.43532,49.2,6
SAU,Saudi Arabia,2021,57.861829080040714,67.03359881179111,22.64061080605314,70.50750840477194,52.7656932267852,56.3797546283969,72.61312146433508,2.8850612174452,28350373333.3333,50.15,7
SAU,Saudi Arabia,2022,61.30619347181143,73.52856280303926,26.20489413311416,100.0,53.696750001503894,56.90828207983935,56.87702389559107,2.1556449627378,26710062133.3333,55.82,10
SAU,Saudi Arabia,2023,64.40866444518021,64.79911152315906,24.611739669416036,100.0,54.726112696502746,59.70583255557784,66.09446232706418,1.87131032249407,22803498160.5828,57.03,9
SAU,Saudi Arabia,2024,68.32512323186664,65.51902138189813,24.917567767839685,100.0,56.46602599642881,79.35073630003528,58.74877143189696,1.72104243015611,21337562069.6656,57.89,8
ARE,UAE,2000,75.42521879661703,56.22205266473459,46.02992340427167,67.95583503976185,65.65256558523329,76.4218800887853,13.056175241196028,-0.485281532912816,-506330000.0,56.74,4
ARE,UAE,2001,78.90191362086739,45.27215003951899,46.02992340427167,64.11486006125244,50.0,76.67885378069353,13.056175241196028,1.14589216998935,1183840000.0,53.86,5
ARE,UAE,2002,82.37860844511773,46.33671574185363,47.95424646408292,63.024849191014965,66.40590235744239,77.30032916325172,13.056175241196028,0.0867813662286139,95300000.0,57.86,3
ARE,UAE,2003,82.07650482924934,53.996972931768745,53.491570781231665,65.4061826350763,65.29082594009276,78.1769557292649,13.056175241196028,3.42266271097113,4255956430.0,59.85,3
ARE,UAE,2004,73.53526140915271,57.00160930344438,62.08537479492625,67.8247541531664,62.000557455249975,79.24676819132257,13.056175241196028,6.76715211324682,10003500000.0,60.64,4
ARE,UAE,2005,74.1191801053709,55.366659101176865,63.84359945778322,70.32230567550474,63.94311031638417,80.96400046408704,13.056175241196028,6.03481604123485,10899931930.0,62.09,5
ARE,UAE,2006,78.02624736650343,63.82855789420182,63.794276278076445,71.82309702437948,64.92489273835743,81.36999053935861,13.056175241196028,5.76543753223521,12805990470.0,63.45,3
ARE,UAE,2007,78.9198197561834,57.916972431466895,74.19117540233302,70.00369514523406,65.89730696581644,81.54677385932384,13.056175241196028,5.50043971722883,14186521440.0,66.55,1
ARE,UAE,2008,79.31438072472946,69.97985673619563,81.22068673221483,72.23198503696979,63.321326117615406,81.07109915302563,9.07443566093875,1.60487460715228,5062972000.0,68.47,1
ARE,UAE,2009,81.08840701230315,61.67050775488784,84.18984377769726,65.81318048087527,66.47706171921452,80.22727773917097,14.550037529196224,0.447367365845778,1134288140.0,69.57,1
ARE,UAE,2010,78.89488274906626,69.27843533331911,73.40367816937365,69.07286777440648,64.07494370096137,80.3129356364737,11.398567764005168,2.85854032456409,8796769640.0,65.8,1
ARE,UAE,2011,84.69663906143192,75.62183509939268,78.61853003492348,73.88777214061322,64.08246372188314,80.72482254690817,6.771102692216823,1.938861867408,7152095830.0,69.05,1
ARE,UAE,2012,83.8098977183886,74.75225814066866,86.09536885211082,72.63273037185468,63.98207999563389,81.0474065431334,6.874868599105477,2.43554239157448,9566651350.0,70.9,1
ARE,UAE,2013,84.7167438491817,81.14449760311521,86.55162049997861,71.9643687139594,63.725143750405266,81.57228897766934,11.743951253358894,2.38382217021709,9764914530.0,71.68,1
ARE,UAE,2014,85.49336286680828,74.18518497313413,87.82218914182054,69.23094653140203,64.82542738652762,82.18829683486778,12.657982671996928,2.60546065371654,11071537020.0,71.93,1
ARE,UAE,2015,85.11839703754208,72.37430427479141,90.68464239665856,61.26736265162779,64.2935354749464,82.78061208217397,13.683228208793032,2.23861395699196,8550901850.0,71.3,1
ARE,UAE,2016,85.60884653389508,71.06056915171364,91.34997044146613,59.46938884509258,63.007344216898254,83.59891837768315,30.22917320510437,2.51620200951453,9604773000.0,72.77,1
ARE,UAE,2017,85.13498034646686,66.79914516986864,91.3988863436054,61.49280914453302,63.24303088579743,84.16936352355036,27.472434008711357,2.56696112401594,10354223000.0,72.75,1
